tick	heap_used_bytes	species_counts	minimum_air	maximum_brain_memories	counters	moving_entities	position_samples
4400	592367616	{AmericanLobsterEntityForge=20, AtlanticCodEntityForge=16, AtlanticSalmonEntityForge=16, BlackSeaNettleJellyfishEntityForge=2, BlacktipReefSharkEntityForge=6, BottlenoseDolphinEntityForge=8, CannonballJellyfishEntityForge=4, CaribbeanReefOctopusEntityForge=4, CommonOctopusEntityForge=6, CommonStingrayEntityForge=6, CommonThresherSharkEntityForge=2, GiantMorayEelEntityForge=8, GreatHammerheadSharkEntityForge=2, GreatWhiteSharkEntityForge=2, GreenSeaTurtleEntityForge=6, HarborSealEntityForge=6, NautilusEntityForge=2, OceanicWhitetipSharkEntityForge=2, OrcaEntityForge=2, SandtigerSharkEntityForge=2, ShortfinMakoSharkEntityForge=2, TigerSharkEntityForge=2}	{AmericanLobsterEntityForge=300, AtlanticCodEntityForge=300, AtlanticSalmonEntityForge=300, BlackSeaNettleJellyfishEntityForge=300, BlacktipReefSharkEntityForge=300, BottlenoseDolphinEntityForge=700, CannonballJellyfishEntityForge=300, CaribbeanReefOctopusEntityForge=300, CommonOctopusEntityForge=300, CommonStingrayEntityForge=300, CommonThresherSharkEntityForge=300, GiantMorayEelEntityForge=300, GreatHammerheadSharkEntityForge=300, GreatWhiteSharkEntityForge=300, GreenSeaTurtleEntityForge=300, HarborSealEntityForge=300, NautilusEntityForge=300, OceanicWhitetipSharkEntityForge=300, OrcaEntityForge=700, SandtigerSharkEntityForge=300, ShortfinMakoSharkEntityForge=300, TigerSharkEntityForge=300}	11	{action_escape=22, action_feed=92, action_habitat=1, action_social=2, bounded_living_scans=591, death_AmericanLobsterEntityForge_mob_by_CommonStingrayEntityForge=3, death_AtlanticCodEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_CommonThresherSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_SandtigerSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_OceanicWhitetipSharkEntityForge=1, death_CaribbeanReefOctopusEntityForge_mob_by_GreatHammerheadSharkEntityForge=2, death_NautilusEntityForge_mob_by_CommonStingrayEntityForge=1, living_deaths=11, navigation_calls=9691, sensor_calls=20030}	124	126
4600	801034240	{AmericanLobsterEntityForge=20, AtlanticCodEntityForge=16, AtlanticSalmonEntityForge=16, BlackSeaNettleJellyfishEntityForge=2, BlacktipReefSharkEntityForge=6, BottlenoseDolphinEntityForge=8, CannonballJellyfishEntityForge=4, CaribbeanReefOctopusEntityForge=4, CommonOctopusEntityForge=6, CommonStingrayEntityForge=6, CommonThresherSharkEntityForge=2, GiantMorayEelEntityForge=8, GreatHammerheadSharkEntityForge=2, GreatWhiteSharkEntityForge=2, GreenSeaTurtleEntityForge=6, HarborSealEntityForge=6, NautilusEntityForge=2, OceanicWhitetipSharkEntityForge=2, OrcaEntityForge=2, SandtigerSharkEntityForge=2, ShortfinMakoSharkEntityForge=2, TigerSharkEntityForge=2}	{AmericanLobsterEntityForge=300, AtlanticCodEntityForge=300, AtlanticSalmonEntityForge=300, BlackSeaNettleJellyfishEntityForge=300, BlacktipReefSharkEntityForge=300, BottlenoseDolphinEntityForge=700, CannonballJellyfishEntityForge=300, CaribbeanReefOctopusEntityForge=300, CommonOctopusEntityForge=300, CommonStingrayEntityForge=300, CommonThresherSharkEntityForge=300, GiantMorayEelEntityForge=300, GreatHammerheadSharkEntityForge=300, GreatWhiteSharkEntityForge=300, GreenSeaTurtleEntityForge=300, HarborSealEntityForge=300, NautilusEntityForge=300, OceanicWhitetipSharkEntityForge=300, OrcaEntityForge=700, SandtigerSharkEntityForge=300, ShortfinMakoSharkEntityForge=300, TigerSharkEntityForge=300}	11	{action_escape=24, action_feed=94, action_habitat=2, action_social=2, bounded_living_scans=633, death_AmericanLobsterEntityForge_mob_by_CommonStingrayEntityForge=3, death_AtlanticCodEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_CommonThresherSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_SandtigerSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_OceanicWhitetipSharkEntityForge=1, death_CaribbeanReefOctopusEntityForge_mob_by_GreatHammerheadSharkEntityForge=2, death_NautilusEntityForge_mob_by_CommonStingrayEntityForge=1, living_deaths=11, navigation_calls=10151, sensor_calls=20981}	119	126
4800	1008652288	{AmericanLobsterEntityForge=20, AtlanticCodEntityForge=15, AtlanticSalmonEntityForge=16, BlackSeaNettleJellyfishEntityForge=2, BlacktipReefSharkEntityForge=6, BottlenoseDolphinEntityForge=8, CannonballJellyfishEntityForge=4, CaribbeanReefOctopusEntityForge=4, CommonOctopusEntityForge=6, CommonStingrayEntityForge=6, CommonThresherSharkEntityForge=2, GiantMorayEelEntityForge=8, GreatHammerheadSharkEntityForge=2, GreatWhiteSharkEntityForge=2, GreenSeaTurtleEntityForge=6, HarborSealEntityForge=6, NautilusEntityForge=2, OceanicWhitetipSharkEntityForge=2, OrcaEntityForge=2, SandtigerSharkEntityForge=2, ShortfinMakoSharkEntityForge=2, TigerSharkEntityForge=2}	{AmericanLobsterEntityForge=300, AtlanticCodEntityForge=300, AtlanticSalmonEntityForge=300, BlackSeaNettleJellyfishEntityForge=300, BlacktipReefSharkEntityForge=300, BottlenoseDolphinEntityForge=700, CannonballJellyfishEntityForge=300, CaribbeanReefOctopusEntityForge=300, CommonOctopusEntityForge=300, CommonStingrayEntityForge=300, CommonThresherSharkEntityForge=300, GiantMorayEelEntityForge=300, GreatHammerheadSharkEntityForge=300, GreatWhiteSharkEntityForge=300, GreenSeaTurtleEntityForge=300, HarborSealEntityForge=300, NautilusEntityForge=300, OceanicWhitetipSharkEntityForge=300, OrcaEntityForge=700, SandtigerSharkEntityForge=300, ShortfinMakoSharkEntityForge=300, TigerSharkEntityForge=300}	11	{action_escape=24, action_feed=101, action_habitat=2, action_social=2, bounded_living_scans=648, death_AmericanLobsterEntityForge_mob_by_CommonStingrayEntityForge=3, death_AtlanticCodEntityForge_mob_by_BlacktipReefSharkEntityForge=2, death_AtlanticCodEntityForge_mob_by_CommonThresherSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_SandtigerSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_OceanicWhitetipSharkEntityForge=1, death_CaribbeanReefOctopusEntityForge_mob_by_GreatHammerheadSharkEntityForge=2, death_NautilusEntityForge_mob_by_CommonStingrayEntityForge=1, living_deaths=12, navigation_calls=10644, sensor_calls=21854}	122	125
5000	1211027456	{AmericanLobsterEntityForge=20, AtlanticCodEntityForge=16, AtlanticSalmonEntityForge=16, BlackSeaNettleJellyfishEntityForge=2, BlacktipReefSharkEntityForge=6, BottlenoseDolphinEntityForge=8, CannonballJellyfishEntityForge=4, CaribbeanReefOctopusEntityForge=4, CommonOctopusEntityForge=6, CommonStingrayEntityForge=6, CommonThresherSharkEntityForge=2, GiantMorayEelEntityForge=8, GreatHammerheadSharkEntityForge=2, GreatWhiteSharkEntityForge=2, GreenSeaTurtleEntityForge=6, HarborSealEntityForge=6, NautilusEntityForge=2, OceanicWhitetipSharkEntityForge=2, OrcaEntityForge=2, SandtigerSharkEntityForge=2, ShortfinMakoSharkEntityForge=2, TigerSharkEntityForge=2}	{AmericanLobsterEntityForge=300, AtlanticCodEntityForge=300, AtlanticSalmonEntityForge=300, BlackSeaNettleJellyfishEntityForge=300, BlacktipReefSharkEntityForge=300, BottlenoseDolphinEntityForge=700, CannonballJellyfishEntityForge=300, CaribbeanReefOctopusEntityForge=300, CommonOctopusEntityForge=300, CommonStingrayEntityForge=300, CommonThresherSharkEntityForge=300, GiantMorayEelEntityForge=300, GreatHammerheadSharkEntityForge=300, GreatWhiteSharkEntityForge=300, GreenSeaTurtleEntityForge=300, HarborSealEntityForge=300, NautilusEntityForge=300, OceanicWhitetipSharkEntityForge=300, OrcaEntityForge=700, SandtigerSharkEntityForge=300, ShortfinMakoSharkEntityForge=300, TigerSharkEntityForge=300}	11	{action_escape=25, action_feed=108, action_habitat=2, action_social=2, bounded_living_scans=692, death_AmericanLobsterEntityForge_mob_by_CommonStingrayEntityForge=3, death_AtlanticCodEntityForge_mob_by_BlacktipReefSharkEntityForge=2, death_AtlanticCodEntityForge_mob_by_CommonThresherSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_SandtigerSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_OceanicWhitetipSharkEntityForge=1, death_CaribbeanReefOctopusEntityForge_mob_by_GreatHammerheadSharkEntityForge=2, death_NautilusEntityForge_mob_by_CommonStingrayEntityForge=1, living_deaths=12, navigation_calls=11119, sensor_calls=22806}	124	126
5200	1406062592	{AmericanLobsterEntityForge=20, AtlanticCodEntityForge=16, AtlanticSalmonEntityForge=16, BlackSeaNettleJellyfishEntityForge=2, BlacktipReefSharkEntityForge=6, BottlenoseDolphinEntityForge=8, CannonballJellyfishEntityForge=4, CaribbeanReefOctopusEntityForge=4, CommonOctopusEntityForge=6, CommonStingrayEntityForge=6, CommonThresherSharkEntityForge=2, GiantMorayEelEntityForge=8, GreatHammerheadSharkEntityForge=2, GreatWhiteSharkEntityForge=2, GreenSeaTurtleEntityForge=6, HarborSealEntityForge=6, NautilusEntityForge=2, OceanicWhitetipSharkEntityForge=2, OrcaEntityForge=2, SandtigerSharkEntityForge=2, ShortfinMakoSharkEntityForge=2, TigerSharkEntityForge=2}	{AmericanLobsterEntityForge=300, AtlanticCodEntityForge=300, AtlanticSalmonEntityForge=300, BlackSeaNettleJellyfishEntityForge=300, BlacktipReefSharkEntityForge=300, BottlenoseDolphinEntityForge=700, CannonballJellyfishEntityForge=300, CaribbeanReefOctopusEntityForge=300, CommonOctopusEntityForge=300, CommonStingrayEntityForge=300, CommonThresherSharkEntityForge=300, GiantMorayEelEntityForge=300, GreatHammerheadSharkEntityForge=300, GreatWhiteSharkEntityForge=300, GreenSeaTurtleEntityForge=300, HarborSealEntityForge=300, NautilusEntityForge=300, OceanicWhitetipSharkEntityForge=300, OrcaEntityForge=700, SandtigerSharkEntityForge=300, ShortfinMakoSharkEntityForge=300, TigerSharkEntityForge=300}	11	{action_escape=27, action_feed=112, action_habitat=2, action_social=2, bounded_living_scans=704, death_AmericanLobsterEntityForge_mob_by_CommonStingrayEntityForge=3, death_AtlanticCodEntityForge_mob_by_BlacktipReefSharkEntityForge=2, death_AtlanticCodEntityForge_mob_by_CommonThresherSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_SandtigerSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_OceanicWhitetipSharkEntityForge=1, death_CaribbeanReefOctopusEntityForge_mob_by_GreatHammerheadSharkEntityForge=2, death_NautilusEntityForge_mob_by_CommonStingrayEntityForge=1, living_deaths=12, navigation_calls=11547, sensor_calls=23679}	120	126
5400	1596903424	{AmericanLobsterEntityForge=20, AtlanticCodEntityForge=16, AtlanticSalmonEntityForge=16, BlackSeaNettleJellyfishEntityForge=2, BlacktipReefSharkEntityForge=6, BottlenoseDolphinEntityForge=8, CannonballJellyfishEntityForge=4, CaribbeanReefOctopusEntityForge=4, CommonOctopusEntityForge=6, CommonStingrayEntityForge=6, CommonThresherSharkEntityForge=2, GiantMorayEelEntityForge=8, GreatHammerheadSharkEntityForge=2, GreatWhiteSharkEntityForge=2, GreenSeaTurtleEntityForge=6, HarborSealEntityForge=6, NautilusEntityForge=2, OceanicWhitetipSharkEntityForge=2, OrcaEntityForge=2, SandtigerSharkEntityForge=2, ShortfinMakoSharkEntityForge=2, TigerSharkEntityForge=2}	{AmericanLobsterEntityForge=300, AtlanticCodEntityForge=300, AtlanticSalmonEntityForge=300, BlackSeaNettleJellyfishEntityForge=300, BlacktipReefSharkEntityForge=300, BottlenoseDolphinEntityForge=700, CannonballJellyfishEntityForge=300, CaribbeanReefOctopusEntityForge=300, CommonOctopusEntityForge=300, CommonStingrayEntityForge=300, CommonThresherSharkEntityForge=300, GiantMorayEelEntityForge=300, GreatHammerheadSharkEntityForge=300, GreatWhiteSharkEntityForge=300, GreenSeaTurtleEntityForge=300, HarborSealEntityForge=300, NautilusEntityForge=300, OceanicWhitetipSharkEntityForge=300, OrcaEntityForge=700, SandtigerSharkEntityForge=300, ShortfinMakoSharkEntityForge=300, TigerSharkEntityForge=300}	11	{action_escape=29, action_feed=120, action_habitat=2, action_social=2, bounded_living_scans=749, death_AmericanLobsterEntityForge_mob_by_CommonStingrayEntityForge=3, death_AtlanticCodEntityForge_mob_by_BlacktipReefSharkEntityForge=2, death_AtlanticCodEntityForge_mob_by_CommonThresherSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_SandtigerSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_OceanicWhitetipSharkEntityForge=1, death_CaribbeanReefOctopusEntityForge_mob_by_GreatHammerheadSharkEntityForge=2, death_NautilusEntityForge_mob_by_CommonStingrayEntityForge=1, living_deaths=12, navigation_calls=12023, sensor_calls=24630}	124	126
5600	517090112	{AmericanLobsterEntityForge=20, AtlanticCodEntityForge=16, AtlanticSalmonEntityForge=16, BlackSeaNettleJellyfishEntityForge=1, BlacktipReefSharkEntityForge=6, BottlenoseDolphinEntityForge=8, CannonballJellyfishEntityForge=4, CaribbeanReefOctopusEntityForge=4, CommonOctopusEntityForge=6, CommonStingrayEntityForge=6, CommonThresherSharkEntityForge=2, GiantMorayEelEntityForge=8, GreatHammerheadSharkEntityForge=2, GreatWhiteSharkEntityForge=2, GreenSeaTurtleEntityForge=6, HarborSealEntityForge=6, NautilusEntityForge=2, OceanicWhitetipSharkEntityForge=2, OrcaEntityForge=2, SandtigerSharkEntityForge=2, ShortfinMakoSharkEntityForge=2, TigerSharkEntityForge=2}	{AmericanLobsterEntityForge=300, AtlanticCodEntityForge=300, AtlanticSalmonEntityForge=300, BlackSeaNettleJellyfishEntityForge=300, BlacktipReefSharkEntityForge=300, BottlenoseDolphinEntityForge=700, CannonballJellyfishEntityForge=300, CaribbeanReefOctopusEntityForge=300, CommonOctopusEntityForge=300, CommonStingrayEntityForge=300, CommonThresherSharkEntityForge=300, GiantMorayEelEntityForge=300, GreatHammerheadSharkEntityForge=300, GreatWhiteSharkEntityForge=300, GreenSeaTurtleEntityForge=300, HarborSealEntityForge=300, NautilusEntityForge=300, OceanicWhitetipSharkEntityForge=300, OrcaEntityForge=700, SandtigerSharkEntityForge=300, ShortfinMakoSharkEntityForge=300, TigerSharkEntityForge=300}	11	{action_escape=29, action_feed=123, action_habitat=2, action_social=2, bounded_living_scans=758, death_AmericanLobsterEntityForge_mob_by_CommonStingrayEntityForge=3, death_AtlanticCodEntityForge_mob_by_BlacktipReefSharkEntityForge=2, death_AtlanticCodEntityForge_mob_by_CommonThresherSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_SandtigerSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_OceanicWhitetipSharkEntityForge=1, death_BlackSeaNettleJellyfishEntityForge_mob_by_GreatWhiteSharkEntityForge=1, death_CaribbeanReefOctopusEntityForge_mob_by_GreatHammerheadSharkEntityForge=2, death_NautilusEntityForge_mob_by_CommonStingrayEntityForge=1, living_deaths=13, navigation_calls=12447, sensor_calls=25495}	122	125
5800	707930944	{AmericanLobsterEntityForge=20, AtlanticCodEntityForge=16, AtlanticSalmonEntityForge=16, BlackSeaNettleJellyfishEntityForge=2, BlacktipReefSharkEntityForge=6, BottlenoseDolphinEntityForge=8, CannonballJellyfishEntityForge=4, CaribbeanReefOctopusEntityForge=4, CommonOctopusEntityForge=6, CommonStingrayEntityForge=6, CommonThresherSharkEntityForge=2, GiantMorayEelEntityForge=8, GreatHammerheadSharkEntityForge=2, GreatWhiteSharkEntityForge=2, GreenSeaTurtleEntityForge=6, HarborSealEntityForge=6, NautilusEntityForge=2, OceanicWhitetipSharkEntityForge=2, OrcaEntityForge=2, SandtigerSharkEntityForge=2, ShortfinMakoSharkEntityForge=2, TigerSharkEntityForge=2}	{AmericanLobsterEntityForge=300, AtlanticCodEntityForge=300, AtlanticSalmonEntityForge=300, BlackSeaNettleJellyfishEntityForge=300, BlacktipReefSharkEntityForge=300, BottlenoseDolphinEntityForge=700, CannonballJellyfishEntityForge=300, CaribbeanReefOctopusEntityForge=300, CommonOctopusEntityForge=300, CommonStingrayEntityForge=300, CommonThresherSharkEntityForge=300, GiantMorayEelEntityForge=300, GreatHammerheadSharkEntityForge=300, GreatWhiteSharkEntityForge=300, GreenSeaTurtleEntityForge=300, HarborSealEntityForge=300, NautilusEntityForge=300, OceanicWhitetipSharkEntityForge=300, OrcaEntityForge=700, SandtigerSharkEntityForge=300, ShortfinMakoSharkEntityForge=300, TigerSharkEntityForge=300}	11	{action_escape=29, action_feed=132, action_habitat=2, action_social=2, bounded_living_scans=804, death_AmericanLobsterEntityForge_mob_by_CommonStingrayEntityForge=3, death_AtlanticCodEntityForge_mob_by_BlacktipReefSharkEntityForge=2, death_AtlanticCodEntityForge_mob_by_CommonThresherSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_SandtigerSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_OceanicWhitetipSharkEntityForge=1, death_BlackSeaNettleJellyfishEntityForge_mob_by_GreatWhiteSharkEntityForge=1, death_CaribbeanReefOctopusEntityForge_mob_by_GreatHammerheadSharkEntityForge=2, death_NautilusEntityForge_mob_by_CommonStingrayEntityForge=1, living_deaths=13, navigation_calls=12855, sensor_calls=26448}	123	126
6000	898771776	{AmericanLobsterEntityForge=20, AtlanticCodEntityForge=16, AtlanticSalmonEntityForge=16, BlackSeaNettleJellyfishEntityForge=2, BlacktipReefSharkEntityForge=6, BottlenoseDolphinEntityForge=8, CannonballJellyfishEntityForge=4, CaribbeanReefOctopusEntityForge=4, CommonOctopusEntityForge=6, CommonStingrayEntityForge=6, CommonThresherSharkEntityForge=2, GiantMorayEelEntityForge=8, GreatHammerheadSharkEntityForge=2, GreatWhiteSharkEntityForge=2, GreenSeaTurtleEntityForge=6, HarborSealEntityForge=6, NautilusEntityForge=2, OceanicWhitetipSharkEntityForge=2, OrcaEntityForge=2, SandtigerSharkEntityForge=2, ShortfinMakoSharkEntityForge=2, TigerSharkEntityForge=2}	{AmericanLobsterEntityForge=300, AtlanticCodEntityForge=300, AtlanticSalmonEntityForge=300, BlackSeaNettleJellyfishEntityForge=300, BlacktipReefSharkEntityForge=300, BottlenoseDolphinEntityForge=700, CannonballJellyfishEntityForge=300, CaribbeanReefOctopusEntityForge=300, CommonOctopusEntityForge=300, CommonStingrayEntityForge=300, CommonThresherSharkEntityForge=300, GiantMorayEelEntityForge=300, GreatHammerheadSharkEntityForge=300, GreatWhiteSharkEntityForge=300, GreenSeaTurtleEntityForge=300, HarborSealEntityForge=300, NautilusEntityForge=300, OceanicWhitetipSharkEntityForge=300, OrcaEntityForge=700, SandtigerSharkEntityForge=300, ShortfinMakoSharkEntityForge=300, TigerSharkEntityForge=300}	11	{action_escape=31, action_feed=135, action_habitat=2, action_social=2, bounded_living_scans=818, death_AmericanLobsterEntityForge_mob_by_CommonStingrayEntityForge=3, death_AtlanticCodEntityForge_mob_by_BlacktipReefSharkEntityForge=2, death_AtlanticCodEntityForge_mob_by_CommonThresherSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_SandtigerSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_OceanicWhitetipSharkEntityForge=1, death_BlackSeaNettleJellyfishEntityForge_mob_by_GreatWhiteSharkEntityForge=1, death_CaribbeanReefOctopusEntityForge_mob_by_GreatHammerheadSharkEntityForge=2, death_NautilusEntityForge_mob_by_CommonStingrayEntityForge=1, living_deaths=13, navigation_calls=13285, sensor_calls=27319}	122	126
6200	1089612608	{AmericanLobsterEntityForge=20, AtlanticCodEntityForge=16, AtlanticSalmonEntityForge=16, BlackSeaNettleJellyfishEntityForge=2, BlacktipReefSharkEntityForge=6, BottlenoseDolphinEntityForge=8, CannonballJellyfishEntityForge=4, CaribbeanReefOctopusEntityForge=4, CommonOctopusEntityForge=6, CommonStingrayEntityForge=6, CommonThresherSharkEntityForge=2, GiantMorayEelEntityForge=8, GreatHammerheadSharkEntityForge=2, GreatWhiteSharkEntityForge=2, GreenSeaTurtleEntityForge=6, HarborSealEntityForge=6, NautilusEntityForge=2, OceanicWhitetipSharkEntityForge=2, OrcaEntityForge=2, SandtigerSharkEntityForge=2, ShortfinMakoSharkEntityForge=2, TigerSharkEntityForge=2}	{AmericanLobsterEntityForge=300, AtlanticCodEntityForge=300, AtlanticSalmonEntityForge=300, BlackSeaNettleJellyfishEntityForge=300, BlacktipReefSharkEntityForge=300, BottlenoseDolphinEntityForge=700, CannonballJellyfishEntityForge=300, CaribbeanReefOctopusEntityForge=300, CommonOctopusEntityForge=300, CommonStingrayEntityForge=300, CommonThresherSharkEntityForge=300, GiantMorayEelEntityForge=300, GreatHammerheadSharkEntityForge=300, GreatWhiteSharkEntityForge=300, GreenSeaTurtleEntityForge=300, HarborSealEntityForge=300, NautilusEntityForge=300, OceanicWhitetipSharkEntityForge=300, OrcaEntityForge=700, SandtigerSharkEntityForge=300, ShortfinMakoSharkEntityForge=300, TigerSharkEntityForge=300}	11	{action_escape=31, action_feed=141, action_habitat=2, action_social=2, bounded_living_scans=863, death_AmericanLobsterEntityForge_mob_by_CommonStingrayEntityForge=3, death_AtlanticCodEntityForge_mob_by_BlacktipReefSharkEntityForge=2, death_AtlanticCodEntityForge_mob_by_CommonThresherSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_SandtigerSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_OceanicWhitetipSharkEntityForge=1, death_BlackSeaNettleJellyfishEntityForge_mob_by_GreatWhiteSharkEntityForge=1, death_CaribbeanReefOctopusEntityForge_mob_by_GreatHammerheadSharkEntityForge=2, death_NautilusEntityForge_mob_by_CommonStingrayEntityForge=1, living_deaths=13, navigation_calls=13736, sensor_calls=28272}	123	126
6400	1276259136	{AmericanLobsterEntityForge=20, AtlanticCodEntityForge=16, AtlanticSalmonEntityForge=16, BlackSeaNettleJellyfishEntityForge=2, BlacktipReefSharkEntityForge=6, BottlenoseDolphinEntityForge=8, CannonballJellyfishEntityForge=4, CaribbeanReefOctopusEntityForge=4, CommonOctopusEntityForge=6, CommonStingrayEntityForge=6, CommonThresherSharkEntityForge=2, GiantMorayEelEntityForge=8, GreatHammerheadSharkEntityForge=2, GreatWhiteSharkEntityForge=2, GreenSeaTurtleEntityForge=6, HarborSealEntityForge=6, NautilusEntityForge=2, OceanicWhitetipSharkEntityForge=2, OrcaEntityForge=2, SandtigerSharkEntityForge=2, ShortfinMakoSharkEntityForge=2, TigerSharkEntityForge=2}	{AmericanLobsterEntityForge=300, AtlanticCodEntityForge=300, AtlanticSalmonEntityForge=300, BlackSeaNettleJellyfishEntityForge=300, BlacktipReefSharkEntityForge=300, BottlenoseDolphinEntityForge=700, CannonballJellyfishEntityForge=300, CaribbeanReefOctopusEntityForge=300, CommonOctopusEntityForge=300, CommonStingrayEntityForge=300, CommonThresherSharkEntityForge=300, GiantMorayEelEntityForge=300, GreatHammerheadSharkEntityForge=300, GreatWhiteSharkEntityForge=300, GreenSeaTurtleEntityForge=300, HarborSealEntityForge=300, NautilusEntityForge=300, OceanicWhitetipSharkEntityForge=300, OrcaEntityForge=700, SandtigerSharkEntityForge=300, ShortfinMakoSharkEntityForge=300, TigerSharkEntityForge=300}	11	{action_escape=32, action_feed=144, action_habitat=2, action_social=2, bounded_living_scans=872, death_AmericanLobsterEntityForge_mob_by_CommonStingrayEntityForge=3, death_AtlanticCodEntityForge_mob_by_BlacktipReefSharkEntityForge=2, death_AtlanticCodEntityForge_mob_by_CommonThresherSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_SandtigerSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_OceanicWhitetipSharkEntityForge=1, death_BlackSeaNettleJellyfishEntityForge_mob_by_GreatWhiteSharkEntityForge=1, death_CaribbeanReefOctopusEntityForge_mob_by_GreatHammerheadSharkEntityForge=2, death_NautilusEntityForge_mob_by_CommonStingrayEntityForge=1, living_deaths=13, navigation_calls=14086, sensor_calls=29144}	124	126
6600	1466051392	{AmericanLobsterEntityForge=20, AtlanticCodEntityForge=16, AtlanticSalmonEntityForge=16, BlackSeaNettleJellyfishEntityForge=2, BlacktipReefSharkEntityForge=6, BottlenoseDolphinEntityForge=8, CannonballJellyfishEntityForge=4, CaribbeanReefOctopusEntityForge=4, CommonOctopusEntityForge=6, CommonStingrayEntityForge=6, CommonThresherSharkEntityForge=2, GiantMorayEelEntityForge=8, GreatHammerheadSharkEntityForge=2, GreatWhiteSharkEntityForge=2, GreenSeaTurtleEntityForge=6, HarborSealEntityForge=6, NautilusEntityForge=2, OceanicWhitetipSharkEntityForge=2, OrcaEntityForge=2, SandtigerSharkEntityForge=2, ShortfinMakoSharkEntityForge=2, TigerSharkEntityForge=2}	{AmericanLobsterEntityForge=300, AtlanticCodEntityForge=300, AtlanticSalmonEntityForge=300, BlackSeaNettleJellyfishEntityForge=300, BlacktipReefSharkEntityForge=300, BottlenoseDolphinEntityForge=700, CannonballJellyfishEntityForge=300, CaribbeanReefOctopusEntityForge=300, CommonOctopusEntityForge=300, CommonStingrayEntityForge=300, CommonThresherSharkEntityForge=300, GiantMorayEelEntityForge=300, GreatHammerheadSharkEntityForge=300, GreatWhiteSharkEntityForge=300, GreenSeaTurtleEntityForge=300, HarborSealEntityForge=300, NautilusEntityForge=300, OceanicWhitetipSharkEntityForge=300, OrcaEntityForge=700, SandtigerSharkEntityForge=300, ShortfinMakoSharkEntityForge=300, TigerSharkEntityForge=300}	11	{action_escape=33, action_feed=146, action_habitat=3, action_social=2, bounded_living_scans=915, death_AmericanLobsterEntityForge_mob_by_CommonStingrayEntityForge=3, death_AtlanticCodEntityForge_mob_by_BlacktipReefSharkEntityForge=2, death_AtlanticCodEntityForge_mob_by_CommonThresherSharkEntityForge=1, death_AtlanticCodEntityForge_mob_by_SandtigerSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_BlacktipReefSharkEntityForge=1, death_AtlanticSalmonEntityForge_mob_by_OceanicWhitetipSharkEntityForge=1, death_BlackSeaNettleJellyfishEntityForge_mob_by_GreatWhiteSharkEntityForge=1, death_CaribbeanReefOctopusEntityForge_mob_by_GreatHammerheadSharkEntityForge=2, death_NautilusEntityForge_mob_by_CommonStingrayEntityForge=1, living_deaths=13, navigation_calls=14528, sensor_calls=30096}	121	126
