tick,duration_ns
1503,3911870
1504,1808518
1505,4079443
1506,4130315
1507,2521239
1508,1819265
1509,2105909
1510,3079326
1511,3882097
1512,5442626
1513,3976827
1514,2583586
1515,2067710
1516,2734779
1517,3745236
1518,2666851
1519,1739209
1520,3897290
1521,4539733
1522,2923341
1523,3728484
1524,3738698
1525,3842871
1526,1793608
1527,3906348
1528,1761266
1529,3783366
1530,4148399
1531,3670537
1532,1888825
1533,4724002
1534,4099166
1535,2208794
1536,7033947
1537,5998507
1538,3359627
1539,4402413
1540,5464569
1541,4578217
1542,4528571
1543,4443552
1544,4171712
1545,2371384
1546,4424051
1547,4212307
1548,3103561
1549,2123757
1550,2042655
1551,4580749
1552,3994283
1553,2702891
1554,3984751
1555,2115743
1556,2225316
1557,2367672
1558,5686471
1559,4252575
1560,2507509
1561,2303108
1562,4210563
1563,4799595
1564,4821539
1565,5374280
1566,3998288
1567,4091722
1568,7545228
1569,1882868
1570,4678165
1571,4157868
1572,4787165
1573,2576257
1574,2373007
1575,2012054
1576,2947270
1577,4365876
1578,3951695
1579,4324148
1580,3563055
1581,4748344
1582,2087142
1583,5177002
1584,4690210
1585,3184388
1586,2156298
1587,1987411
1588,2980110
1589,6099320
1590,2168970
1591,3987404
1592,1997901
1593,3854230
1594,1787091
1595,2241380
1596,4019339
1597,4322270
1598,9527642
1599,3855636
1600,3957572
1601,3895437
1602,3901216
1603,3847060
1604,1882253
1605,2306357
1606,2371279
1607,4251318
1608,2431119
1609,2250663
1610,2087967
1611,6573715
1612,2070618
1613,2972492
1614,2217129
1615,4051804
1616,4590663
1617,3368432
1618,2631634
1619,2096469
1620,3757828
1621,4395793
1622,7563362
1623,4330132
1624,4067214
1625,3255358
1626,4876077
1627,2059614
1628,1930349
1629,4015268
1630,3830875
1631,4023532
1632,2678878
1633,3818961
1634,3859201
1635,2126386
1636,4866149
1637,4517731
1638,2670161
1639,4341041
1640,3915507
1641,5346715
1642,3905346
1643,1885400
1644,2674874
1645,3755363
1646,3491802
1647,3215331
1648,1635733
1649,3283041
1650,3510633
1651,3746058
1652,19414664
1653,4067998
1654,1839031
1655,2868285
1656,5439750
1657,14189586
1658,6891274
1659,5725567
1660,4853974
1661,2865024
1662,4918652
1663,5111972
1664,5628211
1665,5675223
1666,3417714
1667,4720890
1668,5274737
1669,10000883
1670,4692564
1671,5271735
1672,5221377
1673,4674064
1674,4998002
1675,7400188
1676,2861822
1677,4476576
1678,5404657
1679,7400669
1680,5351440
1681,5164865
1682,5698277
1683,5099959
1684,5223281
1685,4488449
1686,5297773
1687,3425153
1688,6826817
1689,7804774
1690,8575649
1691,5499569
1692,4699644
1693,13098763
1694,6016866
1695,4215668
1696,6894514
1697,7386289
1698,6665194
1699,7654583
1700,5556396
1701,5490312
1702,5949010
1703,5485219
1704,5416979
1705,5885767
1706,5844938
1707,8690361
1708,2533804
1709,1749527
1710,5927643
1711,10644374
1712,5410088
1713,5771864
1714,6537701
1715,4723147
1716,10488198
1717,6219241
1718,7951221
1719,4692403
1720,7025014
1721,9345049
1722,2357645
1723,5609763
1724,4992575
1725,5691621
1726,6013782
1727,6230490
1728,10898183
1729,3534003
1730,6619254
1731,6253687
1732,5673276
1733,4180358
1734,5345311
1735,5579028
1736,5846875
1737,4571198
1738,5152495
1739,5500348
1740,2217086
1741,7058064
1742,5420743
1743,5701652
1744,5143759
1745,5581678
1746,2081057
1747,7056927
1748,8007204
1749,12542644
1750,5472614
1751,2132366
1752,9900113
1753,4391559
1754,7063152
1755,5403991
1756,9669602
1757,6989831
1758,7353708
1759,10494603
1760,7258857
1761,10254230
1762,10154424
1763,10621886
1764,4930159
1765,5305061
1766,5861716
1767,7519119
1768,6749789
1769,5576186
1770,5980093
1771,6089751
1772,2898822
1773,5320017
1774,5674188
1775,5951965
1776,4810143
1777,4480381
1778,4988496
1779,4577876
1780,5476485
1781,4978178
1782,6661895
1783,2150137
1784,4376938
1785,5553206
1786,5373904
1787,5149851
1788,4673712
1789,4264798
1790,5740715
1791,5118417
1792,5795373
1793,4990264
1794,3093480
1795,4290915
1796,7495821
1797,5567007
1798,4835247
1799,1865244
1800,8330565
1801,7979644
1802,4962475
1803,7446233
1804,1381889
1805,3533490
1806,2239739
1807,2767072
1808,3641140
1809,5117801
1810,2936193
1811,3619174
1812,6999360
1813,5412333
1814,4426643
1815,8826015
1816,7014774
1817,6435322
1818,4849724
1819,5285516
1820,6841978
1821,6591711
1822,4393208
1823,5505348
1824,9151020
1825,2395475
1826,7028729
1827,5142545
1828,4529189
1829,5043216
1830,5158592
1831,4841267
1832,5436989
1833,5410650
1834,4991248
1835,6121599
1836,1747713
1837,6134231
1838,7677845
1839,4967390
1840,6299469
1841,4552279
1842,1745781
1843,5562992
1844,6860225
1845,6250141
1846,5015750
1847,6512504
1848,8040081
1849,4994489
1850,4732264
1851,6150497
1852,4589524
1853,4186327
1854,6719653
1855,4801540
1856,5489702
1857,1550415
1858,5612316
1859,5074692
1860,5754006
1861,7866099
1862,5367573
1863,11394710
1864,6303472
1865,4761945
1866,6164301
1867,5592806
1868,1781492
1869,7219273
1870,5827452
1871,4093568
1872,1892857
1873,6351757
1874,5180771
1875,5270339
1876,6032522
1877,5502604
1878,4542611
1879,5243434
1880,5261811
1881,5508148
1882,5042899
1883,4884736
1884,4961495
1885,4581095
1886,5497064
1887,6529812
1888,6008222
1889,2309239
1890,4304726
1891,6340307
1892,4586874
1893,3882047
1894,5234818
1895,4493984
1896,3710764
1897,2937705
1898,1769895
1899,1782401
1900,2783461
1901,7752172
1902,5424515
1903,4407169
1904,15481174
1905,5414417
1906,6466060
1907,5535141
1908,7059547
1909,6267415
1910,5814090
1911,3831523
1912,7538341
1913,7329466
1914,7063332
1915,8071770
1916,7352420
1917,5994104
1918,5171296
1919,12341813
1920,7570345
1921,1916610
1922,3291880
1923,1908680
1924,5841774
1925,5562178
1926,8069525
1927,6769944
1928,4623359
1929,7361032
1930,5360646
1931,7121943
1932,3788236
1933,1607887
1934,10366460
1935,5424369
1936,5686544
1937,5149741
1938,4430946
1939,5143310
1940,5233551
1941,5384142
1942,1845019
1943,4900440
1944,7536672
1945,6171414
1946,5809449
1947,4728893
1948,5257308
1949,6098177
1950,6762173
1951,14674585
1952,4984300
1953,1428406
1954,5232493
1955,12124961
1956,4291179
1957,3949027
1958,5097277
1959,5052228
1960,5374140
1961,10553227
1962,4508813
1963,5767138
1964,3729348
1965,5440861
1966,10699498
1967,4344513
1968,4716031
1969,4219835
1970,4859111
1971,8063460
1972,4671540
1973,5925841
1974,1894467
1975,8394061
1976,5993740
1977,4960557
1978,6778063
1979,5429790
1980,5555357
1981,6149535
1982,5849286
1983,5085286
1984,10741056
1985,2994206
1986,8209148
1987,5915069
1988,5832871
1989,5187972
1990,5696293
1991,5299253
1992,7452341
1993,6146564
1994,5502978
1995,5843917
1996,2972543
1997,6198242
1998,6453381
1999,5359637
2000,4575615
2001,6523658
2002,5133498
2003,4524936
2004,6753069
2005,5225962
2006,3978125
2007,5910420
2008,5772073
2009,6161341
2010,5680178
2011,9482665
2012,5399908
2013,5775536
2014,5583762
2015,5175659
2016,4267721
2017,3303435
2018,8608171
2019,9464708
2020,4440961
2021,10674115
2022,4658248
2023,7885691
