tick,duration_ns
1345,2535403
1346,2932956
1347,3253973
1348,3201035
1349,2563730
1350,3694270
1351,2565120
1352,2404706
1353,4195645
1354,4796082
1355,4927086
1356,4934491
1357,2790403
1358,5942341
1359,4157577
1360,3160789
1361,3464474
1362,3364222
1363,2946456
1364,2320937
1365,3772491
1366,2314926
1367,4089301
1368,2250643
1369,2381053
1370,2703557
1371,4388782
1372,2297426
1373,2252129
1374,4401071
1375,4038618
1376,4465121
1377,5938625
1378,5068725
1379,5426506
1380,6381683
1381,5397742
1382,3625510
1383,3342491
1384,5692813
1385,3367670
1386,3315198
1387,3797992
1388,3981195
1389,3100760
1390,2426082
1391,3299274
1392,2883263
1393,2711497
1394,3204339
1395,5735360
1396,4832581
1397,4034231
1398,5826516
1399,5216293
1400,3161183
1401,7088432
1402,3336026
1403,3229482
1404,4641315
1405,4957456
1406,3502333
1407,5428739
1408,5836462
1409,3244853
1410,4045419
1411,4027620
1412,4448395
1413,5127824
1414,4609403
1415,4805869
1416,4619525
1417,4183567
1418,2255640
1419,2613043
1420,2214250
1421,4065162
1422,6402961
1423,3842938
1424,2931029
1425,5387168
1426,2519708
1427,20799112
1428,2551372
1429,2847253
1430,8000222
1431,4366005
1432,16125112
1433,3217895
1434,3373771
1435,6105027
1436,2145915
1437,2311798
1438,4026068
1439,3715166
1440,2482019
1441,3250427
1442,2981209
1443,2383625
1444,4720251
1445,5242188
1446,9088414
1447,6560121
1448,3741348
1449,6581556
1450,2066961
1451,2145980
1452,4502455
1453,3516817
1454,2640172
1455,3702964
1456,2458876
1457,5807401
1458,2691241
1459,2492891
1460,2817579
1461,5688261
1462,5498171
1463,3487185
1464,5652029
1465,5766220
1466,4971979
1467,4315056
1468,3195327
1469,5654255
1470,4184477
1471,2055221
1472,7030774
1473,2962713
1474,2324833
1475,3997406
1476,2117975
1477,2282352
1478,3182199
1479,6298763
1480,2648931
1481,4402362
1482,2864521
1483,2686853
1484,2111035
1485,2299797
1486,3639113
1487,2290020
1488,6884080
1489,4401808
1490,2379255
1491,2786278
1492,3286200
1493,3454558
1494,5269746
1495,2827592
1496,2344114
1497,4283016
1498,2599940
1499,4339229
1500,3016254
1501,3770804
1502,3644889
1503,2097100
1504,2258372
1505,3081092
1506,2740332
1507,3126470
1508,3398857
1509,4542323
1510,2861481
1511,3128454
1512,2619351
1513,5749826
1514,3007951
1515,7415791
1516,4741098
1517,6250103
1518,2975819
1519,5277501
1520,4055565
1521,3790080
1522,2395051
1523,3031712
1524,2923986
1525,3801286
1526,2325233
1527,2425020
1528,3461512
1529,2595525
1530,3853540
1531,3772978
1532,2559842
1533,3528778
1534,2742911
1535,2662191
1536,2459234
1537,2596280
1538,2936489
1539,4782936
1540,3072030
1541,2877320
1542,4289062
1543,7035216
1544,6630493
1545,4920385
1546,3921864
1547,6191798
1548,3837191
1549,4687889
1550,2969343
1551,3660238
1552,3539386
1553,9506615
1554,2563889
1555,3313522
1556,2662125
1557,4677931
1558,7898945
1559,2525389
1560,2545349
1561,3172528
1562,2217010
1563,3178504
1564,2450378
1565,2534830
1566,2964427
1567,6627655
1568,4288874
1569,4645818
1570,2634472
1571,2901116
1572,5870935
1573,4256783
1574,2507883
1575,2636958
1576,2076934
1577,2232169
1578,2335363
1579,2011281
1580,3182672
1581,4223527
1582,4743221
1583,4289911
1584,2609480
1585,2622126
1586,5931995
1587,2816926
1588,3137342
1589,2610574
1590,3447851
1591,5215719
1592,2472823
1593,4205092
1594,2984645
1595,3646611
1596,2541202
1597,2848839
1598,3260990
1599,11057074
1600,2361661
1601,3163433
1602,5389000
1603,2910885
1604,3154819
1605,4269963
1606,3149374
1607,7140994
1608,2618187
1609,6037320
1610,4039132
1611,3591665
1612,3028619
1613,2769102
1614,12660120
1615,3055929
1616,2535177
1617,2865130
1618,6413823
1619,3027225
1620,3228004
1621,3139193
1622,4981632
1623,4580294
1624,3060272
1625,3214253
1626,4404692
1627,4609892
1628,2735657
1629,4778726
1630,2334065
1631,8079289
1632,3367759
1633,7082716
1634,2645264
1635,16148603
1636,2442767
1637,3765811
1638,2428314
1639,2704551
1640,2578401
1641,4768857
1642,3322410
1643,2294899
1644,4358593
1645,4099299
1646,2042220
1647,2889787
1648,2841915
1649,2463032
1650,2958374
1651,2545021
1652,2481434
1653,3285444
1654,3035403
1655,2316762
1656,5390401
1657,4532324
1658,9354998
1659,3855060
1660,2338034
1661,21641696
1662,3484533
1663,6129917
1664,3738403
1665,4887486
1666,3571243
1667,2582709
1668,2351212
1669,5936033
1670,5829485
1671,3103244
1672,3489503
1673,2717874
1674,5298502
1675,2651087
1676,2792489
1677,3587919
1678,2394311
1679,6093386
1680,3329196
1681,5647314
1682,3240054
1683,4351185
1684,4179141
1685,3418238
1686,2659153
1687,3329001
1688,3128248
1689,6049659
1690,7074760
1691,3605723
1692,2568129
1693,3201067
1694,2541566
1695,2781551
1696,2870714
1697,2584741
1698,3608074
1699,4231052
1700,5887005
1701,3710368
1702,3057899
1703,3294918
1704,13554049
1705,3200889
1706,8440569
1707,5033395
1708,6596417
1709,7339311
1710,5064478
1711,2197406
1712,2351597
1713,2259487
1714,3731570
1715,2587800
1716,3184890
1717,3821120
1718,4261063
1719,6729640
1720,4856218
1721,5651087
1722,5989453
1723,4249783
1724,3818451
1725,3382345
1726,2202228
1727,3005316
1728,2558422
1729,6955536
1730,6253867
1731,2815823
1732,2920756
1733,2948788
1734,2982408
1735,3895306
1736,3069140
1737,2784129
1738,2527736
1739,3484785
1740,8490131
1741,6740080
1742,3272859
1743,3414093
1744,2783041
1745,3138745
1746,6876217
1747,2660869
1748,2386828
1749,3012388
1750,3090565
1751,3997080
1752,2706311
1753,4167012
1754,2619279
1755,2466472
1756,2380933
1757,2227439
1758,2369056
1759,5524065
1760,9842337
1761,4903864
1762,8252367
1763,5006630
1764,3377378
1765,3696344
1766,2850933
1767,2888428
1768,2876450
1769,2731535
1770,2372130
1771,7070536
1772,2477251
1773,2750651
1774,5699760
1775,2659344
1776,2120767
1777,2355022
1778,2379676
1779,2413059
1780,5878302
1781,2729024
1782,3654349
1783,2517379
1784,2478951
1785,5541156
1786,3077154
1787,2289234
1788,2643446
1789,1910216
1790,2858458
1791,2624770
1792,2503572
1793,3252936
1794,2573652
1795,2485408
1796,3752532
1797,2728632
1798,2765609
1799,2244096
1800,2656221
1801,5653490
1802,3229221
1803,3575708
1804,9592817
1805,2899488
1806,3626635
1807,3637983
1808,4223352
1809,2509917
1810,2489230
1811,3316970
1812,9338474
1813,3268418
1814,5316917
1815,4258322
1816,2435662
1817,3088554
1818,3147838
1819,3158950
1820,6484125
1821,3494351
1822,2892364
1823,4517317
1824,3641915
1825,7681282
1826,3545350
1827,5664110
1828,3980252
1829,3406444
1830,5534422
1831,3355835
1832,2918797
1833,3131005
1834,2773873
1835,3590124
1836,3099582
1837,4986849
1838,2997516
1839,2642667
1840,6569523
1841,4939352
1842,2836334
1843,3268882
1844,8051960
1845,4514386
1846,4064235
1847,5577747
1848,6328728
1849,6820174
1850,4976594
1851,4321365
1852,2737318
1853,2475171
1854,6625546
1855,3696172
1856,3508153
1857,3240567
1858,3893485
1859,3022585
1860,3062354
1861,2536484
1862,3628889
1863,3045110
1864,3497592
1865,3082798
1866,5346018
1867,2183387
1868,3477200
1869,2940890
1870,2410460
1871,2837048
1872,2861568
1873,6823209
1874,3317213
1875,2201817
1876,2969405
1877,2707681
1878,2935401
1879,2895938
1880,6525541
1881,4670789
1882,8714373
1883,2905345
1884,6155830
1885,9229840
1886,2160656
1887,5714489
1888,5081072
1889,5425036
1890,3423264
1891,4532037
1892,4420084
1893,6748505
1894,4101485
1895,2913611
1896,5003146
1897,6755174
1898,7356787
1899,5069343
1900,4447344
1901,7880928
1902,4013743
1903,3248078
1904,6398331
1905,2624350
1906,2273858
1907,12463999
1908,3065402
1909,4495235
1910,2189436
1911,2596807
1912,5175558
1913,2793405
1914,4336866
1915,4611523
1916,3379741
1917,4969652
1918,8470222
1919,6489157
1920,10075630
1921,9398887
1922,4353945
1923,2932965
1924,14649042
1925,6273037
1926,6963429
1927,4002392
1928,4179353
1929,2746193
1930,3636360
1931,2714953
1932,3431618
1933,2262313
1934,3178274
1935,3494160
1936,2378495
1937,2254981
1938,7325308
1939,2193934
1940,6225586
1941,6483930
1942,8010216
1943,4458361
1944,5702985
1945,2693648
1946,4821386
1947,2765610
1948,2888689
1949,5275390
1950,3164286
1951,2963852
1952,2662778
1953,5485079
1954,3060524
1955,2690834
1956,2185996
1957,2755878
1958,2865639
1959,2265811
1960,2704117
1961,4523446
1962,2158885
1963,2368083
1964,2726657
1965,13884602
1966,5086506
1967,2446667
1968,2208872
1969,2128689
1970,2460077
1971,14792948
1972,2722881
1973,2000890
1974,4187599
1975,3600207
1976,2152849
1977,2148103
1978,5665188
1979,2268238
1980,2867736
1981,4733639
1982,2227674
1983,2478902
1984,2803872
1985,7128920
1986,3094441
1987,2094461
1988,2498741
1989,4292053
1990,2414753
1991,3895745
1992,3248656
1993,3920979
1994,3418448
1995,2687823
1996,2791819
1997,2425017
1998,2602268
1999,2919540
2000,2831904
2001,3822099
2002,2821748
2003,2823411
2004,2503864
2005,3028228
2006,6418235
2007,8007880
2008,5471411
2009,6462795
2010,2768182
2011,6855695
2012,2535634
2013,2656177
2014,3256130
2015,2545797
2016,2506423
2017,2541598
2018,3113145
2019,3648881
2020,3547075
2021,5091326
2022,2354123
2023,2285697
2024,6533203
2025,2929869
2026,7119994
2027,5397329
2028,7376296
2029,6324343
2030,5543684
2031,2340285
2032,3175297
2033,4891941
2034,3406722
2035,2716803
2036,3667474
2037,3543257
2038,3409778
2039,3116188
2040,5215658
2041,7578000
2042,2933987
2043,2861748
2044,6245327
2045,4296454
2046,2299574
2047,3376517
2048,2117343
2049,2248254
2050,4535189
2051,3190281
2052,2745127
2053,2462756
2054,3423101
2055,4241845
2056,2508649
2057,3028085
2058,2906600
2059,5535898
2060,2811723
2061,4792442
2062,8289671
2063,2560257
2064,3852545
2065,4802473
2066,3562501
2067,2942947
2068,2962496
2069,2274014
2070,5138877
2071,5705942
2072,2442167
2073,2194465
2074,2563957
2075,2318587
2076,2326471
2077,3008029
2078,4355762
2079,2574020
2080,3811450
2081,3342426
2082,2675245
2083,2690268
2084,2310248
2085,4594634
2086,4115584
2087,5356774
2088,2108097
2089,6804530
2090,2893901
2091,2349504
2092,2392106
2093,2164201
2094,2621379
2095,4175687
2096,2014571
2097,2614081
2098,2788962
2099,2421543
2100,2339920
2101,2517381
2102,2773074
2103,5275139
2104,3210497
2105,3715079
2106,3206689
2107,2855703
2108,2950323
2109,4596220
2110,2346849
2111,3538653
2112,3317839
2113,5401307
2114,3431992
2115,2423646
2116,2759167
2117,5001938
2118,2828120
2119,3786837
2120,2675161
